ABCDE,,,,,,,,,,,,,,,
ABCDE,ABCD,,,,,,,,,,,,,,
ABCDE,ABCD,ABCE,,,,,,,,,,,,,
ABCDE,ABCD,ABCE,ABC,,,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,,,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ABC,,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ABC,ABD,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ABC,ABD,ABE,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ABC,ABD,ABE,AB,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,AB,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ACD,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,AB,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,AB,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,AB,AC,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,AD,,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,AD,AE,
ABCDE,ABCD,ABCE,ABDE,ACDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,AD,AE,A
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,AB,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ACD,,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,AB,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,AB,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,AB,AC,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,AD,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,AB,AC,AD,AE
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ACD,BCD,,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,BCD,,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,BCD,AB,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,AB,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,AB,AC,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,BCE,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,BCE,AB,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,BCE,AB,AC,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,BCD,BCE,AB,AC,BC
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,AB,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,AB,AC
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,BDE,
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,BDE,AB
ABCDE,ABCD,ABCE,ABDE,ACDE,BCDE,ABC,ABD,ABE,ACD,ACE,ADE,BCD,BCE,BDE,CDE
